rt_name,foldability_score,foldability_confidence,foldability_failure_reason,foldability_plddt_mean,foldability_plddt_core,foldability_high_conf_frac,foldability_low_conf_frac,foldability_longest_conf_segment,foldability_contact_density,foldability_thermo_37,foldability_solubility,foldability_instability,fusion_compat_score,fusion_compat_confidence,fusion_compat_failure_reason,fusion_compat_clash_score,fusion_compat_alignment_quality,fusion_compat_active_site_access,fusion_compat_linker_feasibility,fusion_compat_size_penalty,fusion_compat_terminal_accessibility,fusion_compat_core_compactness,fusion_compat_fusion_readiness,substrate_binding_score,substrate_binding_confidence,substrate_binding_failure_reason,substrate_binding_path_detected,substrate_binding_path_positive_continuity,substrate_binding_path_openness,substrate_binding_path_extension,substrate_binding_catalytic_accessibility,substrate_binding_steric_crowding_penalty,substrate_binding_hydrophobic_interrupt,substrate_binding_track_to_thumb,catalytic_score,catalytic_confidence,catalytic_failure_reason,catalytic_acidic_cluster_detected,catalytic_acidic_cluster_compactness,catalytic_acidic_cluster_exposure,catalytic_catalytic_neighborhood,catalytic_motif_context,catalytic_esm_if_quality,processivity_score,processivity_confidence,processivity_failure_reason,processivity_track_detected,processivity_path_positive_density,processivity_path_extension,processivity_path_catalytic_proximity,processivity_structural_sim,processivity_thumb_support,processivity_path_openness,processivity_steric_crowding_penalty,processivity_hydrophobic_interrupt
Ne144-RT,0.0006656043128328012,1.0,Low global pLDDT,0.008502729044834307,0.008677801268498944,0.0,0.0,0.0,0.5957804919634716,0.084245,0.8752880113472054,0.2614321840346456,0.17154956705331934,0.5646443523379491,Likely steric incompatibility with Cas9 context,0.008098432228860128,0.12009264649004311,0.6269770548122111,0.327111700465437,1.0,0.9607058439957538,0.5,0.5115077080495419,0.8076413192940836,0.8400688886457184,,1.0,0.6364525402815664,0.8417423746255608,0.8544810878752231,0.8714517324744904,0.8455347349164654,0.8084546514385325,0.7286480297564204,0.8736282895240471,1.0,,1.0,1.0,0.8553830549943258,0.6781713019474815,0.8526872756353252,0.9025619158597045,0.7744959606628368,0.9052650175224669,,1.0,0.6364525402815664,0.8544810878752231,0.9215829923668968,0.5,0.7082805314592394,0.8417423746255608,0.8455347349164654,0.8084546514385325
Retron86-RT,0.0008140957566871037,1.0,Low global pLDDT,0.009513793103448274,0.009568458781362007,0.0,0.0,0.0,0.6783242798630903,0.40305,0.6407511877110204,0.4166244895049221,0.2545605762277778,0.4922614977380128,Likely steric incompatibility with Cas9 context,0.060741134499704086,0.14492378388180358,0.6286603829829789,0.26303076884906734,1.0,0.6210676426600147,0.5,0.19546182408726875,0.860297514807676,0.9563761349317448,,1.0,0.9761073105894171,0.7496283044970671,0.8008605790935183,0.8896654122774897,0.8740772351648677,0.7755640142690735,0.6257546681729275,0.9096850799279738,1.0,,1.0,1.0,0.8246609307384499,0.8139849721275887,0.8612457738804359,1.0,0.808380482420826,0.8846578116341359,,1.0,0.9761073105894171,0.8008605790935183,0.9414893219103884,0.5,0.6667908592178784,0.7496283044970671,0.8740772351648677,0.7755640142690735
Rs-RT,0.0007742826794799425,1.0,Low global pLDDT,0.009492465753424656,0.009708333333333334,0.0,0.0,0.0,0.6678839859603032,0.20765,0.6276809855248391,0.6473781254185456,0.22983428279907894,0.48804412211052717,Likely steric incompatibility with Cas9 context,0.04925862835382755,0.12539063528113442,0.47187579101841143,0.20866562106250824,1.0,0.687123636772664,0.5,0.3549100621425626,0.7563570215369299,0.9023254732634923,,1.0,0.9957644603591566,0.7579014590771826,0.4390848123315676,0.7036985342977431,0.8670357598021707,0.9037844582893072,0.4583902484439065,0.7708835397187614,1.0,,1.0,1.0,0.5328958867041507,0.9241418199787566,0.4,0.7639514335516666,0.6048283077392437,0.6132408970191654,No confident processive contact path,0.35,0.9957644603591566,0.4390848123315676,0.8552836204253473,0.5,0.42587317391073454,0.7579014590771826,0.8670357598021707,0.9037844582893072
SEN1-RT,0.0007056317131207107,1.0,Low global pLDDT,0.009051935483870966,0.009115555555555556,0.0,0.0,0.0,0.6486027823468714,0.105,0.6905632800061622,0.4875743331260222,0.30961854712740133,0.527340552793887,Likely steric incompatibility with Cas9 context,0.10980239054802789,0.14428306937639887,0.7913317670055663,0.2999061716406903,1.0,0.5812867825563671,0.5,0.17374737479358274,0.8874456791296355,0.9698340512750266,,1.0,0.9664307767185175,0.7837042935645997,0.8975023354820015,0.9407509195123336,0.8641271029909057,0.8084546514385325,0.6132095296487757,0.7914237436411756,0.7725,Catalytic cluster geometry not convincing,0.3,1.0,0.8807970779778823,0.8761865152754558,0.9850630122391918,1.0,0.8260584487644748,0.9055693970749717,,1.0,0.9664307767185175,0.8975023354820015,0.9260277334181968,0.5,0.6666641125563295,0.7837042935645997,0.8641271029909057,0.8084546514385325
Sau1-RT,0.0007032289795368646,1.0,Low global pLDDT,0.008548851774530273,0.008565375854214123,0.0,0.0,0.0,0.6078809016028782,0.122065,0.8791837368408921,0.3921489562173951,0.3904208507095147,0.5455590036176765,Likely steric incompatibility with Cas9 context,0.3244139675433249,0.17041386723932972,0.6957225857745668,0.11871402729187283,1.0,0.9521241390683022,0.5,0.31609956145680956,0.685226196149333,0.958795355798907,,1.0,0.9957644603591566,0.7886607928725702,0.18100497259403658,0.8774520190220957,0.8354835371034368,0.9037844582893072,0.32095055692426505,0.8578582714216288,0.9798069979665015,,1.0,0.9378676860507738,0.9452929205034201,0.5755558821261196,0.8676635595015341,0.9866027841982855,0.5242087462396149,0.5612473861398384,No confident processive contact path,0.35,0.9957644603591566,0.18100497259403658,0.9194574846733267,0.5,0.443982963435987,0.7886607928725702,0.8354835371034368,0.9037844582893072
Thr-RT,0.0007108190247341831,1.0,Low global pLDDT,0.005595033112582782,0.005716843971631206,0.0,0.0,0.0,0.5421184942830887,0.6219,0.5855215486324524,0.48589654017989653,0.30912106658935395,0.5551064238448485,Likely steric incompatibility with Cas9 context,0.1093414550459226,0.12296064604104424,0.7898291444902196,0.22349249179368688,1.0,0.6679208854222253,0.5,0.3076359048481307,0.6742337712365692,0.8071011834287452,,1.0,0.8765329524347759,0.8174979509427064,0.3526308348821617,0.5299322273459788,0.8411308951190848,0.7123175756448652,0.4324411412288599,0.7231870206186923,1.0,,1.0,1.0,0.6553000345746406,0.8761865152754558,0.4,0.29673770085391693,0.5668556668759464,0.6107727512806236,No confident processive contact path,0.35,0.8765329524347759,0.3526308348821617,0.757046039065684,0.5,0.500935709489947,0.8174979509427064,0.8411308951190848,0.7123175756448652
Vc95-RT,0.0006353991042853359,1.0,Low global pLDDT,0.00906656050955414,0.009196715328467152,0.0,0.0,0.0,0.6619451466875672,0.04331,0.652257917513102,0.32480348597252845,0.29704377698111956,0.5008069306763544,Likely steric incompatibility with Cas9 context,0.11731916609425078,0.14167661687205316,0.687997235199112,0.250895539925427,1.0,0.5344798288479498,0.5,0.1735538706342525,0.6377977498560699,0.8731762347706051,,1.0,0.9579794147448828,0.7788251582694447,0.17901525270819382,0.6517936153185178,0.9046505351008906,0.9037844582893072,0.24989748058322536,0.8139349125661774,1.0,,1.0,1.0,0.7164406204922998,0.7883847000291506,0.40000000391048474,1.0,0.516478679471266,0.5520863174662108,No confident processive contact path,0.35,0.9579794147448828,0.17901525270819382,0.9311337333761078,0.5,0.403690827905087,0.7788251582694447,0.9046505351008906,0.9037844582893072
Vp96-RT,0.3891674130069281,0.28,Low global pLDDT,0.5,0.5,0.5,0.5,0.5,0.5,0.03127,0.6498379552829924,0.6561215235573582,0.39697619628719605,0.5093749999999999,Active site poorly positioned in PE context,0.35,0.2,0.33749999999999997,0.4,1.0,0.5,0.5,0.5,0.3944348491373066,0.5579999999999999,No confident catalytic-adjacent substrate path,0.35,0.35,0.5,0.5,0.29,0.5,0.5,0.35,0.428184192349326,0.35,No confident catalytic acidic cluster,0.25,0.5,0.5,0.5,0.15,1.0,0.41240407311035326,0.61,No confident processive contact path,0.35,0.35,0.5,0.35,0.5,0.35,0.5,0.5,0.5
"retronE,coli-RT",0.0008364401945104818,1.0,Low global pLDDT,0.009648048048048048,0.009779522184300341,0.0,0.0,0.0,0.6600828988380534,0.5320499999999999,0.6395005384729264,0.3866368080299316,0.2399072152975139,0.49190494618776454,Likely steric incompatibility with Cas9 context,0.056325459773723455,0.1449849394171974,0.599711150373588,0.16869010932622705,1.0,0.731301526152031,0.5,0.2229236949602728,0.859638579288017,0.9560003396981692,,1.0,0.9761073105894171,0.7496283044970671,0.8017558129619241,0.8885091192511034,0.8670357598021707,0.7755640142690735,0.6252359569901498,0.9098862244298362,1.0,,1.0,1.0,0.8246609307384499,0.8139849721275887,0.863152008564714,1.0,0.8078006694945639,0.884773107776236,,1.0,0.9761073105894171,0.8017558129619241,0.9384758785267808,0.5,0.6664277613899341,0.7496283044970671,0.8670357598021707,0.7755640142690735
ASLV-RT,0.0007907239355466225,1.0,Low global pLDDT,0.009033741258741259,0.009055827067669173,0.0,0.0,0.0,0.6886265891752149,0.5512,0.3174555163308406,0.37816083487710833,0.24175086870780074,0.44858234035590466,Likely steric incompatibility with Cas9 context,0.08348493652802003,0.14845961333522695,0.5010953587603568,0.1621940050006333,1.0,0.5538521292364516,0.5,0.14477438932803482,0.5613348905207566,0.923555867967958,,1.0,0.8765329524347759,0.6224041478704899,0.07656715594172601,0.8882543336204792,0.8972159750827483,0.9037844582893072,0.2110935722092455,0.8850870965348175,1.0,,1.0,1.0,0.7853857795527475,0.8655297808969444,0.9906570447504554,0.6444758720608558,0.4082262048544624,0.5069387422391095,No confident processive contact path,0.35,0.8765329524347759,0.07656715594172601,0.8470368732075023,0.5,0.29776550054647183,0.6224041478704899,0.8972159750827483,0.9037844582893072
AVIRE-RT,0.00082764338228349,1.0,Low global pLDDT,0.009092929292929293,0.009305053598774884,0.0,0.0,0.0,0.7044723892441052,0.5082,0.6299730034090777,0.4385588408382887,0.3060421614534194,0.47509842489863346,Likely steric incompatibility with Cas9 context,0.17107048700205876,0.1130448059116697,0.550644111576048,0.1504365159153914,1.0,0.9071503504954995,0.5,0.2367047821068161,0.681815551197681,0.9797071378916317,,1.0,0.9445381143324907,0.6673648048044867,0.19539253894618744,0.993022309949453,0.9241418199787564,0.9037844582893072,0.2751492473042666,0.9202375846959054,1.0,,1.0,1.0,0.8389118683184231,0.7883847000291506,0.9956131340947568,1.0,0.5184295227581279,0.5503592091409416,No confident processive contact path,0.35,0.9445381143324907,0.19539253894618744,0.9931653470029638,0.5,0.379342272473543,0.6673648048044867,0.9241418199787564,0.9037844582893072
BAEMV-RT,0.0008432074100715232,1.0,Low global pLDDT,0.008934397677793906,0.009164252696456085,0.0,0.0,0.0,0.6926999143498221,0.6116,0.6877724944419574,0.45559264483078743,0.534947088557088,0.5028762146183281,Poor linker geometry to Cas9 anchor,0.8994329377422181,0.11201480381623119,0.5831553271886221,0.37140411611689245,1.0,0.9562400031149002,0.5,0.31633472746845903,0.6801297225076666,0.8430411176776693,,1.0,0.5523079095743253,0.7700069766808191,0.3658245302141411,0.9647416832800417,0.7981867777396212,0.9037844582893072,0.4255776802817948,0.8618363506638302,1.0,,1.0,1.0,0.60461997734394,0.7883847000291506,0.9949625136709793,1.0,0.5476328472802765,0.6101011195839233,No confident processive contact path,0.35,0.5523079095743253,0.3658245302141411,0.9532291806350744,0.5,0.48464217555781275,0.7700069766808191,0.7981867777396212,0.9037844582893072
BLV-RT,0.0007657247561961353,1.0,Low global pLDDT,0.008193150684931507,0.008212316176470587,0.0,0.0,0.0,0.6854881782700432,0.8206,0.40163601408987115,0.09264314788963299,0.22035529136746362,0.4785250991668299,Likely steric incompatibility with Cas9 context,0.056400910420456744,0.14335657356639592,0.6545637752015974,0.14530970930941758,1.0,0.4536573396963991,0.5,0.11618004789932629,0.5554287112052245,0.8069611407162214,No confident catalytic-adjacent substrate path,0.35,0.4077358169392086,0.7258018843705071,0.3109159148236402,0.9982984621876264,0.9046505351008906,0.9037844582893072,0.4823323365105579,0.8198464534045601,1.0,,1.0,1.0,0.8564077315559033,0.6195592628656694,0.9979293130293506,0.4883133251589699,0.5126766907889109,0.601554267324982,No confident processive contact path,0.35,0.4077358169392086,0.3109159148236402,0.9990482938185017,0.5,0.5001037805224305,0.7258018843705071,0.9046505351008906,0.9037844582893072
FENV1-RT,0.0008494341948655258,1.0,Low global pLDDT,0.009124437781109445,0.009236682615629982,0.0,0.0,0.0,0.7065238780837311,0.60405,0.6979864908852447,0.4671948702639478,0.3809488551046988,0.5658411586517978,Likely steric incompatibility with Cas9 context,0.14634409318384514,0.12139089871439002,0.4689361664861649,0.8361345752387063,1.0,0.9535813786607223,0.5,0.6730375694066366,0.5720463982344144,0.6238856387258374,No confident catalytic-adjacent substrate path,0.35,0.3181639922737487,0.9547814595025343,0.920392300737863,0.5245610499595968,0.9070198054777002,0.6135412164401491,0.7675097499480458,0.9122683898896837,1.0,,1.0,1.0,0.7685247834990175,0.8240638805940084,0.9953796452566576,1.0,0.5318450310352756,0.7714552291595653,No confident processive contact path,0.35,0.3181639922737487,0.920392300737863,0.324101753330383,0.5,0.6747856799985921,0.9547814595025343,0.9070198054777002,0.6135412164401491
GALV-RT,0.0008435276582300915,1.0,Low global pLDDT,0.00911858407079646,0.009295297805642633,0.0,0.0,0.0,0.7026360014060745,0.7404999999999999,0.6213101826293752,0.2801680221085022,0.549714765966543,0.5381245142516926,Poor linker geometry to Cas9 anchor,0.9497136634478887,0.11711710964299085,0.8219429967978021,0.3092271390637579,1.0,0.8445378402711663,0.5,0.2134379505659774,0.6882975789320595,0.8801118226898171,,1.0,0.6364525402815664,0.8019207355090232,0.28304346269175085,0.9946607603024865,0.9168273035060777,0.9037844582893072,0.37427436002528885,0.8991735036270887,1.0,,1.0,1.0,0.6531157934497624,0.9017867873738937,0.9959714766759856,1.0,0.5386642235703384,0.584384218048502,No confident processive contact path,0.35,0.6364525402815664,0.28304346269175085,0.9952500313778483,0.5,0.4487298513782586,0.8019207355090232,0.9168273035060777,0.9037844582893072
HIVpol+MMLVRNaseH_RT,0.0008607066421136804,1.0,Low global pLDDT,0.00857152,0.008597948717948717,0.0,0.0,0.0,0.6587210558550912,0.8049,0.6988551251825029,0.6190769046887837,0.33146819468055616,0.5350385481795144,Likely steric incompatibility with Cas9 context,0.2732466443193214,0.13200580782198043,0.5745397494025792,0.09664267890360213,1.0,0.48230447594428955,0.5,0.43360863549349804,0.8400621317761704,0.9170629927157562,,1.0,0.9579794147448828,0.7584161583674435,0.7804215585696063,0.7868297936112899,0.8892726820276318,0.9037844582893072,0.5679932255398515,0.8843925991771511,0.990958921798259,,1.0,0.972181297840797,0.5895082611663391,0.9533338768045492,0.9945188014765709,1.0,0.7607290301786238,0.8571057249727174,,1.0,0.9579794147448828,0.7804215585696063,0.6993862755328636,0.5,0.5600664028429361,0.7584161583674435,0.8892726820276318,0.9037844582893072
IPMA-RT,0.0007962437555902361,1.0,Low global pLDDT,0.008957068062827226,0.009010881801125702,0.0,0.0,0.0,0.6615383284776892,0.7880499999999999,0.21666789617914772,0.3807490790568383,0.33750041688139854,0.4775972989746416,Likely steric incompatibility with Cas9 context,0.20695387747946287,0.14070581253018596,0.6241530689928658,0.27963125724229715,1.0,0.5708616056011528,0.5,0.14553031437551475,0.5889263179983677,0.9424579437571632,,1.0,0.8765329524347759,0.7613465823725157,0.07937728299171794,0.9464145668180337,0.8807970779778824,0.9037844582893072,0.214321864983139,0.8759135816472954,1.0,,1.0,1.0,0.8034008923168451,0.7791621283229098,0.9899439277435458,0.6853015566548472,0.42899764937655926,0.5159970840321022,No confident processive contact path,0.35,0.8765329524347759,0.07937728299171794,0.9306322899232297,0.5,0.33676310484875366,0.7613465823725157,0.8807970779778824,0.9037844582893072
KORV-RT,0.0008573050136972487,1.0,Low global pLDDT,0.00917920353982301,0.009376489028213168,0.0,0.0,0.0,0.7060146796536514,0.7154,0.6219257246709174,0.4271952266877838,0.4344749695762059,0.5038547398488503,Poor linker geometry to Cas9 anchor,0.8669590566943484,0.11512324079011382,0.6878977250448892,0.07227395874587758,1.0,0.8406372122488504,0.5,0.2123979935603984,0.6996456574008534,0.917136680038431,,1.0,0.7474390202201999,0.7822016498918085,0.26524300869831435,0.9975969183595876,0.9324533088603709,0.9037844582893072,0.3201105095125639,0.878652006629245,1.0,,1.0,1.0,0.8433729798182608,0.6224593312018547,0.9951939395903993,1.0,0.5420487495624119,0.5748019097971517,No confident processive contact path,0.35,0.7474390202201999,0.26524300869831435,0.9999999265205544,0.5,0.42230426728853987,0.7822016498918085,0.9324533088603709,0.9037844582893072
MMLV-RT,0.0008114590259190106,1.0,Low global pLDDT,0.00847917282127031,0.008706122448979592,0.0,0.0,0.0,0.7219610039544073,0.4555,0.6857816163431313,0.48732177285598105,0.5201935998762118,0.5196867457871204,Poor linker geometry to Cas9 anchor,0.7810038955592351,0.11791040447711297,0.6494128063920017,0.3527825554698963,1.0,0.8224756994156985,0.5,0.3114237722793667,0.783701279151408,0.8791186243768983,,1.0,0.7984551187272498,0.8227840023281475,0.594851649127225,0.8296021870478218,0.8807970779778824,0.7123175756448652,0.5539151812668864,0.8756642161974627,1.0,,1.0,1.0,0.8291996208705242,0.6224593312018547,0.9950293108870012,1.0,0.7062175033223422,0.8147637412121352,,1.0,0.7984551187272498,0.594851649127225,0.7601250451490305,0.5,0.5502117718518604,0.8227840023281475,0.8807970779778824,0.7123175756448652
MMTV-RT,0.0007680371038003412,1.0,Low global pLDDT,0.008842880794701987,0.008906560283687944,0.0,0.0,0.0,0.6504143276818765,0.5224,0.361671661569648,0.22924408406651947,0.45354503647309413,0.43634865752245966,Poor linker geometry to Cas9 anchor,0.786441318412736,0.1324952027350931,0.3272106895040046,0.3294645571044579,1.0,0.8310880446440271,0.5,0.2856887378507408,0.6667088229490088,0.8783425686387564,,1.0,0.9865247445361236,0.8174979509427063,0.20645261804323756,0.6391446974292807,0.8621583430350643,0.9037844582893072,0.3548405602733437,0.8172061884162052,1.0,,1.0,1.0,0.8744228443200011,0.7883847000291506,0.4,0.6987746011729176,0.5103174747308337,0.5471322188841585,No confident processive contact path,0.35,0.9865247445361236,0.20645261804323756,0.7630638534704011,0.5,0.35338839219134055,0.8174979509427063,0.8621583430350643,0.9037844582893072
MPMV-RT,0.0007069997108728517,1.0,Low global pLDDT,0.008686739469578781,0.008797670549084858,0.0,0.0,0.0,0.6342984515486102,0.21605,0.24607101612940407,0.5608048205538779,0.4130677782822996,0.4883308760729224,Likely steric incompatibility with Cas9 context,0.32482063335275363,0.12885912784034437,0.5485168545590305,0.43459370526849067,1.0,0.7928671808103237,0.5,0.2759475218923149,0.6918944041348429,0.945607623641716,,1.0,0.9865247445361236,0.825627733083366,0.20637041878969106,0.8461140974383874,0.8621583430350643,0.9037844582893072,0.2631785207487388,0.90010169948507,1.0,,1.0,1.0,0.8246609307384499,0.8655297808969444,0.9876030237482708,0.6937748228601408,0.5119061678993172,0.5456644144604171,No confident processive contact path,0.35,0.9865247445361236,0.20637041878969106,0.7890179793775028,0.5,0.34669610948915713,0.825627733083366,0.8621583430350643,0.9037844582893072
PERV-RT,0.0008448789995825076,1.0,Low global pLDDT,0.008759220389805096,0.008911802232854864,0.0,0.0,0.0,0.7102403657434874,0.7130000000000001,0.5737011524454241,0.4781959959675443,0.4721349668885715,0.5255276618123352,Poor linker geometry to Cas9 anchor,0.6065306597126334,0.12042877237462944,0.6683408477074313,0.24737088251982747,1.0,0.8284263189673527,0.5,0.31334102716728024,0.7575916937083753,0.7793087707638214,,1.0,0.4650570548417856,0.7645020479076627,0.9764790205218247,0.8558930090468956,0.9002495108803149,0.6547534606063192,0.899580908461678,0.9089746274237712,1.0,,1.0,1.0,0.8765475888726281,0.7102611464481597,0.9934144950424492,1.0,0.7409774228913925,0.9551334154245371,,1.0,0.4650570548417856,0.9764790205218247,0.79883680217953,0.5,0.8164444352837309,0.7645020479076627,0.9002495108803149,0.6547534606063192
POL11ERV-RT,0.0007281588858415871,1.0,Low global pLDDT,0.007292994746059546,0.007359322033898305,0.0,0.0,0.0,0.6675273510943958,0.42535,0.31318734437162915,0.4958140207443146,0.21887648268560522,0.40391301601390184,Likely steric incompatibility with Cas9 context,0.07635812451246511,0.14459749444181694,0.31897558386850694,0.17105458615026387,1.0,0.5973741010368203,0.5,0.15207898574528358,0.6230564059782534,0.8457072214496899,,1.0,0.7474390202201999,0.7790145330628678,0.17601876229749452,0.7778139688557691,0.9149009549929797,0.9037844582893072,0.25403116213468024,0.8484941730575015,1.0,,1.0,1.0,0.8034008923168451,0.8655297808969444,0.4,1.0,0.4765699084307987,0.5252487914215503,No confident processive contact path,0.35,0.7474390202201999,0.17601876229749452,0.9611628126510988,0.5,0.28282181349427615,0.7790145330628678,0.9149009549929797,0.9037844582893072
RSVSB-RT,0.0007752076626876124,1.0,Low global pLDDT,0.008787699680511182,0.008834129692832765,0.0,0.0,0.0,0.6584848607522185,0.51325,0.31014917225132393,0.3890262085448089,0.57786893322254,0.49656883945321706,Active site poorly positioned in PE context,0.954631339089339,0.12747193161976395,0.6847567326952169,0.7687912448538827,1.0,0.6718365459158623,0.5,0.17404669349788754,0.718573859054678,0.7150873563054463,No confident catalytic-adjacent substrate path,1.0,0.8279419482552755,0.7959087702420813,0.9763890343695698,0.2954037634537899,0.8484148512107131,0.9037844582893072,0.7965010865373159,0.8813070374584588,1.0,,1.0,1.0,0.7853857795527475,0.8655297808969444,0.9908075269075798,0.6173806100563516,0.12111076159678061,0.9315202889048998,No confident processive contact path,1.0,0.8279419482552755,0.9763890343695698,5.042466025974028e-21,0.5,0.7075507605761211,0.7959087702420813,0.8484148512107131,0.9037844582893072
SRV2-RT,0.0007016424675219825,1.0,Low global pLDDT,0.008747113884555383,0.008857237936772046,0.0,0.0,0.0,0.6346602538721416,0.21595,0.2413004521413001,0.4534576720447205,0.39289466936533457,0.536236609800545,Likely steric incompatibility with Cas9 context,0.25306384376859387,0.12847600679373278,0.7362555795125363,0.28888236879956386,1.0,0.8098597048247083,0.5,0.2802148528959111,0.7016213400179481,0.9438058146789073,,1.0,0.9865247445361236,0.825627733083366,0.20677853372934496,0.8405700698605145,0.8621583430350643,0.9037844582893072,0.3543116964479792,0.9020617551273967,1.0,,1.0,1.0,0.8246609307384499,0.8655297808969444,0.9881381384598834,0.7086473557558901,0.5236518504686878,0.5622396863560187,No confident processive contact path,0.35,0.9865247445361236,0.20677853372934496,0.7807157151865326,0.5,0.4227892494522798,0.825627733083366,0.8621583430350643,0.9037844582893072
WDSV-RT,0.0007892256912724635,1.0,Low global pLDDT,0.00917236842105263,0.009393322981366461,0.0,0.0,0.0,0.6902246123014149,0.55575,0.2664470980679096,0.3822210552597971,0.4719375039768095,0.4836573606523371,Poor linker geometry to Cas9 anchor,0.9815775340063674,0.11516939272820792,0.5795461837837318,0.1268247788445334,1.0,0.9513343023968904,0.5,0.2399138660974084,0.5994597747420186,0.95002705934269,,1.0,0.8765329524347759,0.7330769429151314,0.08609778804084987,0.9697041532350396,0.9444507398423883,0.9037844582893072,0.22506676618441454,0.8884427972947364,1.0,,1.0,1.0,0.8034008923168451,0.8761865152754558,0.9982100402852007,0.6194625059208302,0.43462311513027374,0.5138250616892457,No confident processive contact path,0.35,0.8765329524347759,0.08609778804084987,0.9579987615606275,0.5,0.3200178812941301,0.7330769429151314,0.9444507398423883,0.9037844582893072
WMSV-RT,0.0008581761987431566,1.0,Low global pLDDT,0.009066369047619047,0.009234493670886076,0.0,0.0,0.0,0.707943428692527,0.7838499999999999,0.6137711335556645,0.39096116305318807,0.49920269146970514,0.5125099433252245,Poor linker geometry to Cas9 anchor,0.82544385765735,0.11910223696192529,0.7550373455578872,0.26879798069484345,1.0,0.6942764011315985,0.5,0.17590019078108543,0.6952875948310796,0.91727800366574,,1.0,0.7474390202201999,0.7822016498918085,0.2537253890987379,0.9980317602897694,0.9241418199787564,0.9037844582893072,0.3240044311967691,0.8893104515624352,1.0,,1.0,1.0,0.7068935087913296,0.7883847000291506,0.9962070282954149,1.0,0.5361353604072099,0.5704076962310236,No confident processive contact path,0.35,0.7474390202201999,0.2537253890987379,0.99989749448866,0.5,0.4135409011982947,0.7822016498918085,0.9241418199787564,0.9037844582893072
AFY36037.1-RT,0.0007993361522348618,1.0,Low global pLDDT,0.008140707964601769,0.008274193548387095,0.0,0.0,0.0,0.5811348083713423,0.5909,0.76200237901708,0.358647563887623,0.27117906509945444,0.5040567823821156,Likely steric incompatibility with Cas9 context,0.053751317708161085,0.10761160764226868,0.5960075583322627,0.5744822183293071,1.0,0.6831723202454278,0.5,0.31260796355393133,0.7459199434441935,0.8566624687746573,,1.0,0.8765329524347759,0.6497942951072163,0.5360714188096302,0.6824284899487849,0.8175744761936437,0.9037844582893072,0.6986239545381075,0.8260868836494104,1.0,,1.0,1.0,0.8564077315559033,0.7102611464481597,0.40000000005031355,1.0,0.7273836809565556,0.8115234405136995,,1.0,0.8765329524347759,0.5360714188096302,0.9748978427480403,0.5,0.5940367681766753,0.6497942951072163,0.8175744761936437,0.9037844582893072
