rt_name,foldability_score,foldability_confidence,foldability_failure_reason,foldability_plddt_mean,foldability_plddt_core,foldability_high_conf_frac,foldability_low_conf_frac,foldability_longest_conf_segment,foldability_contact_density,foldability_thermo_37,foldability_solubility,foldability_instability,fusion_compat_score,fusion_compat_confidence,fusion_compat_failure_reason,fusion_compat_clash_score,fusion_compat_alignment_quality,fusion_compat_active_site_access,fusion_compat_linker_feasibility,fusion_compat_size_penalty,substrate_binding_score,substrate_binding_confidence,substrate_binding_failure_reason,substrate_binding_patch_detected,substrate_binding_patch_positive_density,substrate_binding_patch_exposure,substrate_binding_patch_size,substrate_binding_patch_contiguity,substrate_binding_active_site_proximity,catalytic_score,catalytic_confidence,catalytic_failure_reason,catalytic_acidic_cluster_detected,catalytic_acidic_cluster_compactness,catalytic_acidic_cluster_exposure,catalytic_catalytic_neighborhood,catalytic_motif_context,catalytic_esm_if_quality,processivity_score,processivity_confidence,processivity_failure_reason,processivity_path_detected,processivity_path_positive_density,processivity_path_extension,processivity_path_catalytic_proximity,processivity_thumb_support,processivity_structural_sim
"retronE,coli-RT",0.0008364401945104818,1.0,Low global pLDDT,0.009648048048048048,0.009779522184300341,0.0,0.0,0.0,0.6600828988380534,0.5320499999999999,0.6395005384729264,0.3866368080299316,0.2328598796655293,0.7512939026307558,Likely steric incompatibility with Cas9 context,0.056325459773723455,0.6897,0.599711150373588,0.16869010932622705,1.0,0.6876083640176495,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9525741268224334,0.7310585786300049,0.7436406200119658,0.9098862244298362,1.0,,1.0,1.0,0.8246609307384499,0.8139849721275887,0.863152008564714,1.0,0.8191981040303382,0.8934428984741316,,1.0,0.9761073105894171,0.6721319953050203,0.9701673814658445,0.6755276420518249,0.6999
ASLV-RT,0.0007907239355466225,1.0,Low global pLDDT,0.009033741258741259,0.009055827067669173,0.0,0.0,0.0,0.6886265891752149,0.5512,0.3174555163308406,0.37816083487710833,0.26570370248695746,0.801268375566125,Likely steric incompatibility with Cas9 context,0.08348493652802003,0.9311,0.5010953587603568,0.1621940050006333,1.0,0.9421954532588287,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.9440118366469917,0.8850870965348175,1.0,,1.0,1.0,0.7853857795527475,0.8655297808969444,0.9906570447504554,0.6444758720608558,0.6893514509079025,0.8127175253852126,,1.0,0.5523079095743253,0.42374623195450045,0.9502157111761053,0.5470584691217067,0.9344
AVIRE-RT,0.00082764338228349,1.0,Low global pLDDT,0.009092929292929293,0.009305053598774884,0.0,0.0,0.0,0.7044723892441052,0.5082,0.6299730034090777,0.4385588408382887,0.34777620544053617,0.8314554390516168,Likely steric incompatibility with Cas9 context,0.17107048700205876,0.9678,0.550644111576048,0.1504365159153914,1.0,0.9170518936994193,0.899241706366474,,1.0,0.9968587867151706,0.6899744811276125,0.9706877692486436,0.8411308951190848,0.9943559428197607,0.9202375846959054,1.0,,1.0,1.0,0.8389118683184231,0.7883847000291506,0.9956131340947568,1.0,0.7203977428354562,0.796943270995329,,1.0,0.6885466133829796,0.3752100646010126,0.9918436127617718,0.6096376009731386,0.9678
BAEMV-RT,0.0008432074100715232,1.0,Low global pLDDT,0.008934397677793906,0.009164252696456085,0.0,0.0,0.0,0.6926999143498221,0.6116,0.6877724944419574,0.45559264483078743,0.7235958305447552,0.8471043645160177,Poor linker geometry to Cas9 anchor,0.8994329377422181,0.98,0.5831553271886221,0.37140411611689245,1.0,0.887303654974415,0.8695734895365469,,1.0,0.9968587867151706,0.598687660112452,0.9706877692486436,0.8411308951190848,0.9717764892254156,0.8618363506638302,1.0,,1.0,1.0,0.60461997734394,0.7883847000291506,0.9949625136709793,1.0,0.8326710378184831,0.9154408050062058,,1.0,0.7984551187272498,0.7398178615575562,0.8233842101229896,0.6399234059833065,0.98
BLV-RT,0.0007657247561961353,1.0,Low global pLDDT,0.008193150684931507,0.008212316176470587,0.0,0.0,0.0,0.6854881782700432,0.8206,0.40163601408987115,0.09264314788963299,0.24259012812845093,0.846302321320559,Likely steric incompatibility with Cas9 context,0.056400910420456744,0.9063,0.6545637752015974,0.14530970930941758,1.0,0.8909481902574127,0.8695734895365469,,1.0,0.9968587867151706,0.598687660112452,0.9706877692486436,0.8411308951190848,0.9918986185853205,0.8198464534045601,1.0,,1.0,1.0,0.8564077315559033,0.6195592628656694,0.9979293130293506,0.4883133251589699,0.49987126726617115,0.7425183772866308,No confident processive contact path,0.35,0.1765352747791167,0.8577488531896332,0.528497998325629,0.6501108383824534,0.9063
FENV1-RT,0.0008494341948655258,1.0,Low global pLDDT,0.009124437781109445,0.009236682615629982,0.0,0.0,0.0,0.7065238780837311,0.60405,0.6979864908852447,0.4671948702639478,0.4098691147792454,0.8069176582701576,Likely steric incompatibility with Cas9 context,0.14634409318384514,0.9794,0.4689361664861649,0.8361345752387063,1.0,0.7350355667327869,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9706877692486436,0.8411308951190848,0.9975302516356607,0.9122683898896837,1.0,,1.0,1.0,0.7685247834990175,0.8240638805940084,0.9953796452566576,1.0,0.7444770385126723,0.8038545888713124,,1.0,0.7790261077798123,0.3964756580655769,0.9987188975752584,0.5726521462763063,0.9794
GALV-RT,0.0008435276582300915,1.0,Low global pLDDT,0.00911858407079646,0.009295297805642633,0.0,0.0,0.0,0.7026360014060745,0.7404999999999999,0.6213101826293752,0.2801680221085022,0.7817959508454767,0.9306800488792307,Poor linker geometry to Cas9 anchor,0.9497136634478887,0.98,0.8219429967978021,0.3092271390637579,1.0,0.956493163501291,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.9614768418624354,0.8991735036270887,1.0,,1.0,1.0,0.6531157934497624,0.9017867873738937,0.9959714766759856,1.0,0.8899842720361937,0.9581684231081141,,1.0,0.8209063233378503,0.8712874557172744,0.8514444131229135,0.8076563119666657,0.98
HIVpol+MMLVRNaseH_RT,0.0008607066421136804,1.0,Low global pLDDT,0.00857152,0.008597948717948717,0.0,0.0,0.0,0.6587210558550912,0.8049,0.6988551251825029,0.6190769046887837,0.38081854489921996,0.8027539122909026,Likely steric incompatibility with Cas9 context,0.2732466443193214,0.8619,0.5745397494025792,0.09664267890360213,1.0,0.9374399208916477,0.9247705546371806,,1.0,0.9968587867151706,0.7685247834990175,0.9706877692486436,0.8411308951190848,0.9964710478906549,0.8843925991771511,0.990958921798259,,1.0,0.972181297840797,0.5895082611663391,0.9533338768045492,0.9945188014765709,1.0,0.833770890759072,0.9975843820923126,,1.0,0.6364525402815664,0.992567329514808,0.8988713497878066,0.8327537494089438,0.7571399999999999
IPMA-RT,0.0007962437555902361,1.0,Low global pLDDT,0.008957068062827226,0.009010881801125702,0.0,0.0,0.0,0.6615383284776892,0.7880499999999999,0.21666789617914772,0.3807490790568383,0.4179646772084475,0.841468574147503,Likely steric incompatibility with Cas9 context,0.20695387747946287,0.9229,0.6241530689928658,0.27963125724229715,1.0,0.9152634718166467,0.899241706366474,,1.0,0.9968587867151706,0.6899744811276125,0.9706877692486436,0.8411308951190848,0.9846977909079591,0.8759135816472954,1.0,,1.0,1.0,0.8034008923168451,0.7791621283229098,0.9899439277435458,0.6853015566548472,0.5979569366444965,0.7443773066690105,No confident processive contact path,0.35,0.3681875822638983,0.8634686359046476,0.5462678421631575,0.796205788740849,0.932
KORV-RT,0.0008573050136972487,1.0,Low global pLDDT,0.00917920353982301,0.009376489028213168,0.0,0.0,0.0,0.7060146796536514,0.7154,0.6219257246709174,0.4271952266877838,0.5823245687499691,0.8835192037657111,Poor linker geometry to Cas9 anchor,0.8669590566943484,0.9793,0.6878977250448892,0.07227395874587758,1.0,0.9187599973729486,0.9361052900029747,,1.0,0.9968587867151706,0.8034008923168451,0.9525741268224334,0.7310585786300049,0.8969256984396097,0.878652006629245,1.0,,1.0,1.0,0.8433729798182608,0.6224593312018547,0.9951939395903993,1.0,0.886896874062433,0.9577481406971005,,1.0,0.8209063233378503,0.8699942790680013,0.8265758800311532,0.819135306081455,0.9793
MMLV-RT,0.0008114590259190106,1.0,Low global pLDDT,0.00847917282127031,0.008706122448979592,0.0,0.0,0.0,0.7219610039544073,0.4555,0.6857816163431313,0.48732177285598105,0.7025124418724223,0.8717994822372005,Poor linker geometry to Cas9 anchor,0.7810038955592351,0.9843,0.6494128063920017,0.3527825554698963,1.0,0.7349201508702538,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9706877692486436,0.8411308951190848,0.996747332621811,0.8756642161974627,1.0,,1.0,1.0,0.8291996208705242,0.6224593312018547,0.9950293108870012,1.0,0.7908267801752655,0.8876156422889167,,1.0,0.6364525402815664,0.6542019762735894,0.9286684291302136,0.6824794151197927,0.95058
MMTV-RT,0.0007680371038003412,1.0,Low global pLDDT,0.008842880794701987,0.008906560283687944,0.0,0.0,0.0,0.6504143276818765,0.5224,0.361671661569648,0.22924408406651947,0.5761880587393892,0.7179737413264017,Poor linker geometry to Cas9 anchor,0.786441318412736,0.867,0.3272106895040046,0.3294645571044579,1.0,0.7029236554331671,0.62625,No confident active-site-adjacent electropositive patch,0.35,0.9968587867151706,0.5,0.9706877692486436,0.8411308951190848,0.7978570717480551,0.8172061884162052,1.0,,1.0,1.0,0.8744228443200011,0.7883847000291506,0.4,0.6987746011729176,0.8508196927895799,0.9142098498992666,,1.0,0.9212896628294649,0.7360303073823585,0.8918778052891476,0.6828028300485227,0.867
MPMV-RT,0.0007069997108728517,1.0,Low global pLDDT,0.008686739469578781,0.008797670549084858,0.0,0.0,0.0,0.6342984515486102,0.21605,0.24607101612940407,0.5608048205538779,0.5054489407050412,0.8116358990956607,Likely steric incompatibility with Cas9 context,0.32482063335275363,0.9133,0.5485168545590305,0.43459370526849067,1.0,0.9256419123033356,0.9490962184409347,,1.0,0.9968587867151706,0.8433729798182608,0.9241418199787566,0.5825702064623147,0.9458336825173317,0.90010169948507,1.0,,1.0,1.0,0.8246609307384499,0.8655297808969444,0.9876030237482708,0.6937748228601408,0.48689828136922475,0.503289944249448,No confident processive contact path,0.35,0.9579794147448828,0.12166136692137848,0.9240726537637254,0.3521085202911991,0.9226
PERV-RT,0.0008448789995825076,1.0,Low global pLDDT,0.008759220389805096,0.008911802232854864,0.0,0.0,0.0,0.7102403657434874,0.7130000000000001,0.5737011524454241,0.4781959959675443,0.6135844026841427,0.8766042966976009,Poor linker geometry to Cas9 anchor,0.6065306597126334,0.9791,0.6683408477074313,0.24737088251982747,1.0,0.9172688269942867,0.9247705546371806,,1.0,0.9968587867151706,0.7685247834990175,0.9706877692486436,0.8411308951190848,0.8937800098512836,0.9089746274237712,1.0,,1.0,1.0,0.8765475888726281,0.7102611464481597,0.9934144950424492,1.0,0.8932030723168526,0.957514556653889,,1.0,0.8209063233378503,0.8692755589350429,0.8741912035514028,0.8100954503895881,0.9791
POL11ERV-RT,0.0007281588858415871,1.0,Low global pLDDT,0.007292994746059546,0.007359322033898305,0.0,0.0,0.0,0.6675273510943958,0.42535,0.31318734437162915,0.4958140207443146,0.23114236608698968,0.7307014543539774,Likely steric incompatibility with Cas9 context,0.07635812451246511,0.9116,0.31897558386850694,0.17105458615026387,1.0,0.9218447781178112,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.7995000155748446,0.8484941730575015,1.0,,1.0,1.0,0.8034008923168451,0.8655297808969444,0.4,1.0,0.8005466930678021,0.9326194639009502,,1.0,0.6653599569931411,0.7926752735413853,0.7476918917080421,0.7147354812429487,0.9171
RSVSB-RT,0.0007752076626876124,1.0,Low global pLDDT,0.008787699680511182,0.008834129692832765,0.0,0.0,0.0,0.6584848607522185,0.51325,0.31014917225132393,0.3890262085448089,0.8510111334427609,0.8649898564433258,,0.954631339089339,0.9295,0.6847567326952169,0.7687912448538827,1.0,0.9423815535317939,0.9454059751685254,,1.0,0.9968587867151706,0.8320183851339245,0.9706877692486436,0.8411308951190848,0.9449445002134547,0.8813070374584588,1.0,,1.0,1.0,0.7853857795527475,0.8655297808969444,0.9908075269075798,0.6173806100563516,0.5242867795284396,0.9770594952296362,No confident processive contact path,1.0,0.8279419482552755,0.9294138314758037,0.024752763265226563,0.7819253823878649,0.9329
SRV2-RT,0.0007016424675219825,1.0,Low global pLDDT,0.008747113884555383,0.008857237936772046,0.0,0.0,0.0,0.6346602538721416,0.21595,0.2413004521413001,0.4534576720447205,0.4684913133622385,0.8754544528293877,Likely steric incompatibility with Cas9 context,0.25306384376859387,0.9079,0.7362555795125363,0.28888236879956386,1.0,0.9138615316686675,0.9529994928731559,,1.0,0.9968587867151706,0.8553830549943258,0.9241418199787566,0.5825702064623147,0.8747032568679283,0.9020617551273967,1.0,,1.0,1.0,0.8246609307384499,0.8655297808969444,0.9881381384598834,0.7086473557558901,0.7148567445004415,0.8969376158189815,,1.0,0.7984551187272498,0.6828849717507122,0.3558720590323956,0.6581988297801182,0.9159
WDSV-RT,0.0007892256912724635,1.0,Low global pLDDT,0.00917236842105263,0.009393322981366461,0.0,0.0,0.0,0.6902246123014149,0.55575,0.2664470980679096,0.3822210552597971,0.6296565119670379,0.830371164324306,Poor linker geometry to Cas9 anchor,0.9815775340063674,0.9358,0.5795461837837318,0.1268247788445334,1.0,0.917866605217322,0.899241706366474,,1.0,0.9968587867151706,0.6899744811276125,0.9706877692486436,0.8411308951190848,0.9987807411232078,0.8884427972947364,1.0,,1.0,1.0,0.8034008923168451,0.8761865152754558,0.9982100402852007,0.6194625059208302,0.5848047328533844,0.5446328724406335,No confident processive contact path,0.35,0.9761073105894171,0.24887037674041104,0.9751149915604364,0.43855601814357004,0.9522
WMSV-RT,0.0008581761987431566,1.0,Low global pLDDT,0.009066369047619047,0.009234493670886076,0.0,0.0,0.0,0.707943428692527,0.7838499999999999,0.6137711335556645,0.39096116305318807,0.7134726970952271,0.9069830709452604,Poor linker geometry to Cas9 anchor,0.82544385765735,0.9792,0.7550373455578872,0.26879798069484345,1.0,0.9633960607857345,0.9612590503428117,,1.0,0.9968587867151706,0.8807970779778823,0.9706877692486436,0.8411308951190848,0.9966755579518766,0.8893104515624352,1.0,,1.0,1.0,0.7068935087913296,0.7883847000291506,0.9962070282954149,1.0,0.8957793712243667,0.9581694807916168,,1.0,0.8209063233378503,0.8712907101280518,0.8902719721716004,0.8073657819470093,0.9792
AFY36037.1-RT,0.0007993361522348618,1.0,Low global pLDDT,0.008140707964601769,0.008274193548387095,0.0,0.0,0.0,0.5811348083713423,0.5909,0.76200237901708,0.358647563887623,0.2791999767790445,0.7764576454162919,Likely steric incompatibility with Cas9 context,0.053751317708161085,0.7653,0.5960075583322627,0.5744822183293071,1.0,0.8230392433215825,0.8772813480579091,,1.0,0.9881869455495174,0.6224041478704898,0.9241418199787566,0.6852009766653157,0.6945006273349972,0.8260868836494104,1.0,,1.0,1.0,0.8564077315559033,0.7102611464481597,0.40000000005031355,1.0,0.7832788419933716,0.9974260596598544,,1.0,0.740190039689316,0.9920801835687827,0.49634384760039835,0.7844627705776966,0.7666
